IDBOOK,IDSUBJ,NTEACH,TCHWGT,JKREP,JKZONE,ASRREA01,ASRREA02,ASRREA03,ASRREA04,ASRREA05,ATBG01,ATBG04,ATBG05BC,ATBG05BI,ATBG07AD,ASBG01,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGHRL,ASBGSCR,ACBG09,ACBG15,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY
,,,,,,ACHIEV1,ACHIEV2,ACHIEV3,ACHIEV4,ACHIEV5,TEACH,EDUCA,PEDAG,ASSESS,PDTEACH,GEND,DIGIT,BELONG,BULLY,ENGAGE,DISORD,LIKE,HOME,CONFID,COMPU,PRINCIP,SHORT,SUCCESS,DISCIP,HOURS
66,1,1,4.852941,1,40,499.44668,487.15735,486.73041,468.03947,519.77943,28,5,2,1,1,2,999999,999999,10.82031,11.53704,999999,12.98699,8.94299,999999,458,2,9.4933,7.23401,9.92826,1108.33333
18,1,1,4.852941,1,40,579.06932,650.65754,630.52949,644.08893,624.62337,28,5,2,1,1,1,10.12086,8.23773,10.965,7.63232,7.86603,8.04592,999999,8.72693,458,2,9.4933,7.23401,9.92826,1108.33333
4,1,1,4.852941,1,40,604.30891,618.42213,591.35266,589.74334,619.57572,28,5,2,1,1,1,9.25019,10.82106,12.56749,11.54818,10.57259,10.45984,11.74392,8.72693,458,2,9.4933,7.23401,9.92826,1108.33333
20,1,1,4.852941,1,40,541.98073,498.29331,490.45016,538.50204,536.892,28,5,2,1,1,2,9.51164,9.82079,7.24426,8.28542,10.21804,9.86291,9.29058,8.72693,458,2,9.4933,7.23401,9.92826,1108.33333
5,1,1,4.852941,1,40,531.15306,540.39422,548.59762,556.86243,540.34961,28,5,2,1,1,1,9.51164,12.85262,9.85265,11.27175,5.92238,10.15574,9.70247,10.28978,458,2,9.4933,7.23401,9.92826,1108.33333
6,1,1,4.852941,1,40,540.13018,576.32893,597.68683,558.89761,537.62054,28,5,2,1,1,2,12.60945,12.85262,12.56749,13.33453,9.60657,11.30153,10.89263,13.45388,458,2,9.4933,7.23401,9.92826,1108.33333
21,1,1,4.852941,1,40,504.97385,542.03397,530.57708,565.61737,536.66184,28,5,2,1,1,2,12.60945,12.85262,8.18398,13.33453,8.31437,10.83607,12.29825,11.76022,458,2,9.4933,7.23401,9.92826,1108.33333
10,1,1,4.852941,1,40,576.79988,548.97526,586.67293,604.03275,591.72104,28,5,2,1,1,1,14.77909,12.85262,9.52871,10.66007,12.18062,10.45984,10.89263,10.90567,458,2,9.4933,7.23401,9.92826,1108.33333
11,1,1,4.852941,1,40,590.45672,554.43462,576.30739,517.53692,540.06255,28,5,2,1,1,2,8.77882,6.93638,12.56749,7.63232,9.89746,10.83607,10.22238,13.45388,458,2,9.4933,7.23401,9.92826,1108.33333
67,1,1,4.852941,1,40,525.02909,535.60083,529.73453,550.1028,548.21553,28,5,2,1,1,2,10.97885,10.82106,10.28695,13.33453,9.00419,10.45984,8.54792,13.45388,458,2,9.4933,7.23401,9.92826,1108.33333
7,1,1,4.852941,1,40,497.39242,520.59972,485.77285,538.65229,537.36213,28,5,2,1,1,2,11.61875,12.85262,9.03816,11.54818,10.57259,10.83607,9.76822,9.0457,458,2,9.4933,7.23401,9.92826,1108.33333
12,1,1,4.852941,1,40,458.91861,469.67455,499.05868,491.22613,484.9754,28,5,2,1,1,2,7.45376,5.40935,9.52871,6.90346,7.23115,6.64926,9.91526,4.58611,458,2,9.4933,7.23401,9.92826,1108.33333
22,1,1,4.852941,1,40,424.09876,355.41484,401.84597,384.10169,398.43714,28,5,2,1,1,2,8.34208,12.85262,12.56749,13.33453,10.57259,10.14141,9.91526,7.84162,458,2,9.4933,7.23401,9.92826,1108.33333
8,1,1,4.852941,1,40,546.91231,548.70557,547.87985,582.58088,580.32268,28,5,2,1,1,1,7.45376,9.82079,12.56749,13.33453,10.57259,9.61297,13.04647,9.39964,458,2,9.4933,7.23401,9.92826,1108.33333
9,1,1,4.852941,1,40,605.01965,624.60283,580.60973,634.37098,625.65365,28,5,2,1,1,1,10.50352,12.85262,8.65929,13.09903,9.89746,11.30153,9.91526,13.45388,458,2,9.4933,7.23401,9.92826,1108.33333
23,1,1,4.852941,1,40,434.97358,449.00972,424.943,409.316,475.98999,28,5,2,1,1,2,9.79644,7.55475,9.03816,9.1701,10.57259,9.38515,9.91526,7.84162,458,2,9.4933,7.23401,9.92826,1108.33333
2,1,1,4.852941,1,40,704.65895,717.81817,744.46642,788.26648,737.16544,28,5,2,1,1,2,9.51164,9.15299,12.56749,9.56347,9.60657,10.83607,13.04647,13.45388,458,2,9.4933,7.23401,9.92826,1108.33333
3,1,1,4.342105,0,40,547.41895,568.60859,567.84919,571.12488,585.66782,17,5,3,3,2,2,10.97885,9.82079,7.90321,10.66007,9.30655,11.30153,10.89263,9.39964,458,2,9.4933,7.23401,9.92826,1108.33333
13,1,1,4.342105,0,40,720.02158,690.80336,674.77485,635.27174,654.53052,17,5,3,3,2,1,7.45376,10.82106,10.28695,8.54449,9.60657,10.14141,13.04647,9.39964,458,2,9.4933,7.23401,9.92826,1108.33333
24,1,1,4.342105,0,40,589.9922,571.85564,569.32113,572.88114,587.26352,17,5,3,3,2,1,9.51164,8.23773,10.965,8.54449,10.21804,9.38515,9.76822,9.0457,458,2,9.4933,7.23401,9.92826,1108.33333
4,1,1,4.342105,0,40,620.03703,633.12423,609.50888,612.61069,625.56424,17,5,3,3,2,2,12.60945,8.23773,7.90321,8.28542,7.86603,9.61297,999999,11.76022,458,2,9.4933,7.23401,9.92826,1108.33333
5,1,1,4.342105,0,40,671.17878,642.3538,638.91042,639.15555,663.15596,17,5,3,3,2,1,14.77909,10.82106,9.85265,10.66007,7.23115,12.86202,14.50919,10.90567,458,2,9.4933,7.23401,9.92826,1108.33333
25,1,1,4.342105,0,40,620.05426,626.64819,619.88714,599.33221,615.69334,17,5,3,3,2,2,10.12086,9.15299,12.47161,8.05152,8.31437,8.7748,14.50919,9.0457,458,2,9.4933,7.23401,9.92826,1108.33333
6,1,1,4.342105,0,40,605.10135,674.7313,619.68134,668.14319,645.76018,17,5,3,3,2,2,10.97885,12.85262,9.03816,13.33453,9.00419,10.83607,11.28642,10.7383,458,2,9.4933,7.23401,9.92826,1108.33333
7,1,1,4.342105,0,40,594.69862,588.48159,623.20609,577.70019,592.88255,17,5,3,3,2,2,8.12699,12.85262,10.28695,8.54449,9.60657,8.22519,10.89263,10.90567,458,2,9.4933,7.23401,9.92826,1108.33333
69,1,1,4.342105,0,40,506.74834,552.16805,535.80621,534.99807,564.16608,17,5,3,3,2,2,9.79644,9.15299,7.50627,10.0428,7.86603,9.38515,999999,7.19857,458,2,9.4933,7.23401,9.92826,1108.33333
14,1,1,4.342105,0,40,435.39035,473.20844,436.32531,446.05051,462.63485,17,5,3,3,2,2,9.79644,9.82079,8.65929,10.0428,9.89746,9.86291,999999,7.19857,458,2,9.4933,7.23401,9.92826,1108.33333
15,1,1,4.342105,0,40,732.76931,709.02099,670.56027,674.90516,727.53452,17,5,3,3,2,1,11.61875,7.24879,9.52871,10.0428,5.92238,9.86291,11.28642,13.45388,458,2,9.4933,7.23401,9.92826,1108.33333
26,1,1,4.342105,0,40,637.28476,640.03398,626.69806,673.71083,615.52252,17,5,3,3,2,1,8.55821,9.82079,9.85265,8.05152,8.31437,9.17072,10.54337,9.39964,458,2,9.4933,7.23401,9.92826,1108.33333
8,1,1,4.342105,0,40,361.0811,340.17762,439.60422,336.73189,394.28451,17,5,3,3,2,2,8.34208,5.40935,8.49098,6.72566,8.6804,7.86575,999999,9.0457,458,2,9.4933,7.23401,9.92826,1108.33333
16,1,1,4.342105,0,40,557.67047,558.20888,522.30279,492.51548,550.17089,17,5,3,3,2,1,9.00789,9.15299,10.28695,8.54449,8.31437,8.7748,10.43609,8.72693,458,2,9.4933,7.23401,9.92826,1108.33333
27,1,1,4.342105,0,40,483.15873,518.04622,475.79641,497.63319,476.75478,17,5,3,3,2,1,9.00789,9.15299,7.76886,9.1701,5.92238,7.86575,9.91526,7.53217,458,2,9.4933,7.23401,9.92826,1108.33333
9,1,1,4.342105,0,40,550.93831,561.41374,526.87881,553.74338,578.17969,17,5,3,3,2,2,8.34208,7.87932,7.90321,10.0428,8.6804,9.38515,10.89263,10.28978,458,2,9.4933,7.23401,9.92826,1108.33333
1,1,1,4.342105,0,40,621.64952,681.16029,699.23759,681.46735,679.14033,17,5,3,3,2,1,10.50352,9.82079,12.56749,9.56347,8.6804,9.17072,10.54337,10.90567,458,2,9.4933,7.23401,9.92826,1108.33333
70,1,1,4.342105,0,40,615.18705,616.03081,653.65608,585.77734,586.66742,17,5,3,3,2,2,9.79644,10.82106,8.8384,8.54449,9.60657,10.83607,999999,11.76022,458,2,9.4933,7.23401,9.92826,1108.33333
2,1,1,4.342105,0,40,612.46961,639.2457,597.23832,584.27885,626.28529,17,5,3,3,2,1,8.77882,8.64972,12.56749,10.66007,9.30655,9.61297,10.22238,9.0457,458,2,9.4933,7.23401,9.92826,1108.33333
15,1,1,3.342105,0,51,631.38333,690.46713,679.84438,651.69674,617.95228,3,5,3,1,2,1,10.50352,10.82106,10.965,11.54818,10.57259,9.86291,10.22238,13.45388,120,12,14.68053,10.68733,12.9615,1045
60,1,1,3.342105,0,51,603.87813,650.79771,718.43358,693.16749,636.29289,3,5,3,1,2,2,10.12086,12.85262,12.56749,10.66007,10.57259,9.61297,10.54337,13.45388,120,12,14.68053,10.68733,12.9615,1045
6,1,1,3.342105,0,51,505.31426,531.5731,517.7773,513.9765,495.27472,3,5,3,1,2,2,14.77909,12.85262,12.56749,13.33453,15.04369,11.30153,14.50919,13.45388,120,12,14.68053,10.68733,12.9615,1045
16,1,1,3.342105,0,51,622.76364,639.17074,658.59719,624.00149,578.94488,3,5,3,1,2,2,9.79644,9.82079,9.31697,10.0428,9.60657,9.61297,8.67995,9.8041,120,12,14.68053,10.68733,12.9615,1045
28,1,1,3.342105,0,51,486.40215,482.22784,490.51957,473.45819,477.04478,3,5,3,1,2,1,8.55821,12.85262,9.26414,13.33453,10.98651,10.83607,10.22238,8.42824,120,12,14.68053,10.68733,12.9615,1045
7,1,1,3.342105,0,51,446.20201,441.71029,425.53042,442.25958,421.03114,3,5,3,1,2,1,7.90958,10.82106,12.56749,13.33453,10.21804,11.30153,9.60729,8.42824,120,12,14.68053,10.68733,12.9615,1045
8,1,1,3.342105,0,51,609.56619,608.47367,628.37399,615.81488,618.60417,3,5,3,1,2,2,14.77909,8.67501,8.8384,10.0428,10.21804,8.58785,999999,13.06901,120,12,14.68053,10.68733,12.9615,1045
29,1,1,3.342105,0,51,583.38214,621.35395,678.45102,613.40617,626.52881,3,5,3,1,2,2,8.77882,8.23773,9.52871,8.54449,11.50099,7.4632,10.54337,8.1368,120,12,14.68053,10.68733,12.9615,1045
9,1,1,3.342105,0,51,581.18493,560.56977,558.44312,592.91508,583.8376,3,5,3,1,2,2,10.50352,8.64972,9.26414,10.58465,10.21804,7.49556,10.22238,9.0457,120,12,14.68053,10.68733,12.9615,1045
1,1,1,3.342105,0,51,605.08947,568.93214,549.6039,594.54093,559.00209,3,5,3,1,2,1,9.79644,10.82106,12.56749,13.33453,11.50099,10.45984,9.60729,10.90567,120,12,14.68053,10.68733,12.9615,1045
61,1,1,3.342105,0,51,436.27266,418.57189,439.83352,436.71473,419.01796,3,5,3,1,2,2,11.3927,10.82106,8.52723,10.09142,7.3254,11.30153,8.94299,8.36898,120,12,14.68053,10.68733,12.9615,1045
2,1,1,3.342105,0,51,491.20055,489.98023,512.86211,497.60501,512.61694,3,5,3,1,2,1,9.00789,9.82079,9.52871,8.05152,9.00419,8.58785,9.29058,7.19857,120,12,14.68053,10.68733,12.9615,1045
17,1,1,3.342105,0,51,571.56597,516.60415,576.19743,512.39541,586.62358,3,5,3,1,2,1,14.77909,7.55475,9.85265,13.33453,13.15938,9.86291,11.74392,9.0457,120,12,14.68053,10.68733,12.9615,1045
30,1,1,3.342105,0,51,638.81978,722.53113,666.0131,637.79571,651.75295,3,5,3,1,2,1,7.90958,9.15299,12.56749,7.25705,9.00419,8.58785,10.54337,10.28978,120,12,14.68053,10.68733,12.9615,1045
3,1,1,3.342105,0,51,500.83401,538.75365,467.27162,491.39499,482.37058,3,5,3,1,2,1,8.77882,10.82106,9.52871,13.33453,9.60657,9.38515,8.08848,10.28978,120,12,14.68053,10.68733,12.9615,1045
4,1,1,3.342105,0,51,413.96047,451.52174,479.63621,473.15342,430.54703,3,5,3,1,2,1,10.12086,8.64972,5.90639,10.0428,7.86603,8.22519,9.04046,6.83123,120,12,14.68053,10.68733,12.9615,1045
31,1,1,3.342105,0,51,572.92641,603.67906,637.6704,671.48908,636.76181,3,5,3,1,2,2,10.50352,12.85262,10.28695,10.66007,11.50099,9.38515,10.54337,9.8041,120,12,14.68053,10.68733,12.9615,1045
18,1,1,3.342105,0,51,759.8126,726.64051,715.26544,780.00683,717.39579,3,5,3,1,2,2,14.77909,10.82106,12.56749,10.66007,10.52562,9.86291,10.22238,13.45388,120,12,14.68053,10.68733,12.9615,1045
5,1,1,3.342105,0,51,652.84222,642.347,634.39643,621.48393,649.09547,3,5,3,1,2,2,10.12086,12.85262,10.965,10.66007,10.21804,8.96826,9.91526,9.0457,120,12,14.68053,10.68733,12.9615,1045
6,1,1,3.527778,1,51,548.59009,545.92731,525.29863,524.78951,525.05763,23,5,3,2,1,2,12.26133,12.85262,9.85265,10.66007,9.00419,9.61297,999999,9.39964,120,12,14.68053,10.68733,12.9615,1045
7,1,1,3.527778,1,51,663.90674,610.71903,660.59997,621.47945,650.78838,23,5,3,2,1,1,9.00789,9.82079,12.56749,10.0428,10.57259,8.96826,10.89263,11.76022,120,12,14.68053,10.68733,12.9615,1045
32,1,1,3.527778,1,51,436.27377,470.29183,444.08602,481.58732,485.27097,23,5,3,2,1,1,8.34208,7.87932,9.26414,13.33453,13.15938,10.14141,10.22238,13.45388,120,12,14.68053,10.68733,12.9615,1045
10,1,1,3.527778,1,51,629.81355,597.78682,674.40764,692.19481,721.62903,23,5,3,2,1,2,9.51164,10.82106,12.56749,11.54818,10.57259,9.61297,8.08848,13.45388,120,12,14.68053,10.68733,12.9615,1045
8,1,1,3.527778,1,51,648.95968,613.56525,625.19192,620.86993,663.63794,23,5,3,2,1,1,9.79644,9.82079,9.52871,9.56347,10.21804,14.87956,13.04647,11.76022,120,12,14.68053,10.68733,12.9615,1045
33,1,1,3.527778,1,51,584.4616,605.72604,611.08685,595.65887,613.00376,23,5,3,2,1,1,8.34208,6.61933,12.56749,7.8348,8.6804,8.96826,12.29825,9.39964,120,12,14.68053,10.68733,12.9615,1045
9,1,1,3.527778,1,51,636.01852,593.03024,662.28598,603.29291,685.85628,23,5,3,2,1,1,10.50352,12.85262,9.03816,11.54818,8.6804,9.61297,12.29825,9.39964,120,12,14.68053,10.68733,12.9615,1045
1,1,1,3.527778,1,51,493.20463,493.38429,442.75844,479.05064,424.86947,23,5,3,2,1,2,8.77882,10.82106,7.76886,7.44071,9.60657,8.22519,9.29058,8.1368,120,12,14.68053,10.68733,12.9615,1045
63,1,1,3.527778,1,51,598.54177,585.99473,571.79482,566.88484,544.54204,23,5,3,2,1,1,7.45376,12.85262,10.28695,10.66007,10.57259,11.30153,12.29825,8.72693,120,12,14.68053,10.68733,12.9615,1045
11,1,1,3.527778,1,51,393.20154,363.69496,367.26333,333.7285,407.26672,23,5,3,2,1,2,10.12086,6.93638,7.50627,9.56347,9.00419,10.14141,8.94299,7.84162,120,12,14.68053,10.68733,12.9615,1045
12,1,1,3.527778,1,51,490.41616,580.84564,543.98921,498.96882,595.50247,23,5,3,2,1,2,10.12086,9.82079,7.93729,10.66007,11.50099,8.7748,9.91526,7.19857,120,12,14.68053,10.68733,12.9615,1045
34,1,1,3.527778,1,51,393.6293,469.25617,372.22956,409.61558,381.66135,23,5,3,2,1,2,6.64764,12.85262,8.33331,10.66007,8.31437,8.7748,7.54207,7.84162,120,12,14.68053,10.68733,12.9615,1045
2,1,1,3.527778,1,51,478.79796,507.13471,493.46376,471.28852,555.59673,23,5,3,2,1,2,9.00789,7.55475,7.63692,6.54828,8.31437,5.93853,6.61095,6.42311,120,12,14.68053,10.68733,12.9615,1045
13,1,1,3.527778,1,51,560.3989,567.93766,581.5685,613.00914,586.37864,23,5,3,2,1,1,8.34208,10.82106,12.56749,10.66007,11.50099,9.61297,13.04647,9.0457,120,12,14.68053,10.68733,12.9615,1045
35,1,1,3.527778,1,51,632.99935,639.07936,598.1069,599.57278,561.06671,23,5,3,2,1,1,12.60945,12.85262,8.65929,11.54818,9.60657,9.61297,999999,11.76022,120,12,14.68053,10.68733,12.9615,1045
3,1,1,3.527778,1,51,542.559,538.35048,543.10156,479.11991,516.90354,23,5,3,2,1,1,7.68647,9.82079,8.18398,9.1701,9.89746,9.38515,6.87523,8.1368,120,12,14.68053,10.68733,12.9615,1045
4,1,1,3.527778,1,51,677.51895,652.99612,636.82835,659.5502,650.28291,23,5,3,2,1,1,10.97885,12.85262,12.56749,11.54818,10.21804,9.86291,14.50919,11.76022,120,12,14.68053,10.68733,12.9615,1045
64,1,1,3.527778,1,51,536.84918,539.73444,532.76053,551.6431,512.17566,23,5,3,2,1,1,7.90958,8.23773,12.56749,8.28542,10.21804,8.04592,12.29825,10.90567,120,12,14.68053,10.68733,12.9615,1045
8,1,1,5.833333,1,89,602.49533,581.02851,575.05991,601.39831,587.74753,4,5,2,2,1,1,10.50352,12.85262,8.65929,10.66007,8.31437,10.14141,11.28642,9.0457,232,12,13.21407,11.00684,12.9615,9999
31,1,1,5.833333,1,89,640.11322,623.50642,618.05787,603.91007,650.97773,4,5,2,2,1,1,10.12086,12.85262,9.85265,9.1701,10.98651,8.96826,10.89263,11.76022,232,12,13.21407,11.00684,12.9615,9999
9,1,1,5.833333,1,89,615.96287,603.8952,584.58562,560.26345,627.6477,4,5,2,2,1,2,9.79644,12.85262,12.56749,10.0428,9.30655,2.10925,9.60729,4.58611,232,12,13.21407,11.00684,12.9615,9999
1,1,1,5.833333,1,89,617.91739,659.19659,631.22072,637.47019,642.42489,4,5,2,2,1,1,9.00789,12.85262,12.56749,10.0428,10.98651,9.61297,11.28642,10.28978,232,12,13.21407,11.00684,12.9615,9999
47,1,1,5.833333,1,89,600.09271,597.55942,593.39125,613.92628,584.95619,4,5,2,2,1,1,9.25019,10.82106,10.28695,8.05152,10.21804,7.30132,12.29825,10.90567,232,12,13.21407,11.00684,12.9615,9999
2,1,1,5.833333,1,89,656.8388,603.90199,579.74609,635.34152,620.28837,4,5,2,2,1,2,10.50352,9.82079,8.33331,8.83577,9.60657,7.49556,8.94299,11.76022,232,12,13.21407,11.00684,12.9615,9999
3,1,1,5.833333,1,89,420.19406,478.55003,487.85452,433.9093,492.85236,4,5,2,2,1,2,9.79644,9.82079,9.85265,9.1701,10.57259,9.17072,9.29058,7.19857,232,12,13.21407,11.00684,12.9615,9999
32,1,1,5.833333,1,89,574.35757,551.81204,523.00027,555.8457,522.90137,4,5,2,2,1,2,9.00789,12.85262,10.965,10.66007,9.89746,10.45984,8.54792,10.28978,232,12,13.21407,11.00684,12.9615,9999
4,1,1,5.833333,1,89,526.20365,564.28866,534.31863,573.79869,552.13082,4,5,2,2,1,2,10.28022,9.82079,9.52871,8.83577,7.86603,11.30153,11.74392,9.0457,232,12,13.21407,11.00684,12.9615,9999
14,1,1,5.833333,1,89,554.96572,575.40515,611.08514,561.66337,550.62179,4,5,2,2,1,1,9.79644,12.85262,7.76886,13.33453,9.60657,11.92201,10.89263,9.39964,232,12,13.21407,11.00684,12.9615,9999
33,1,1,5.833333,1,89,617.92475,623.01653,626.01924,616.80119,619.00757,4,5,2,2,1,2,8.55821,10.82106,8.04113,8.28542,10.98651,4.80425,10.19786,8.42824,232,12,13.21407,11.00684,12.9615,9999
5,1,1,5.833333,1,89,619.39398,572.3648,577.63366,562.62995,585.99498,4,5,2,2,1,1,11.61875,12.85262,9.03816,13.33453,10.57259,10.83607,10.54337,10.90567,232,12,13.21407,11.00684,12.9615,9999
48,1,1,5.833333,1,89,558.09591,574.634,551.86674,557.25813,544.63945,4,5,2,2,1,1,9.51164,10.82106,10.965,8.83577,9.89746,8.96826,9.91526,8.1368,232,12,13.21407,11.00684,12.9615,9999
16,1,1,5.833333,1,89,595.39979,582.50811,583.31372,570.19269,565.89483,4,5,2,2,1,1,8.77882,12.85262,12.56749,9.83438,9.60657,9.61297,11.74392,9.8041,232,12,13.21407,11.00684,12.9615,9999
6,1,1,5.833333,1,89,582.77597,565.80832,592.68085,572.2358,553.9423,4,5,2,2,1,2,8.55821,8.64972,10.28695,8.83577,7.86603,8.40525,10.89263,9.39964,232,12,13.21407,11.00684,12.9615,9999
34,1,1,5.833333,1,89,551.32194,565.26265,560.3433,568.29127,543.17436,4,5,2,2,1,2,9.79644,6.93638,12.56749,7.8348,10.98651,6.88069,10.89263,10.90567,232,12,13.21407,11.00684,12.9615,9999
7,1,1,5.833333,1,89,585.58519,611.44281,611.00816,583.85019,603.08173,4,5,2,2,1,2,8.77882,7.24879,9.26414,8.05152,7.86603,7.09749,9.60729,9.0457,232,12,13.21407,11.00684,12.9615,9999
17,1,1,5.833333,1,89,627.11877,589.56421,631.99125,659.14117,587.32245,4,5,2,2,1,2,10.50352,8.64972,9.03816,9.56347,9.60657,10.14141,9.60729,13.45388,232,12,13.21407,11.00684,12.9615,9999
35,1,1,5.526316,0,89,641.47285,678.38243,623.85657,645.46363,593.38053,27,5,3,3,1,1,8.34208,9.82079,10.28695,10.0428,10.21804,10.83607,12.29825,9.8041,232,12,13.21407,11.00684,12.9615,9999
8,1,1,5.526316,0,89,514.15376,602.91512,541.06539,571.41673,588.57884,27,5,3,3,1,1,11.61875,12.85262,12.56749,13.33453,10.98651,11.92201,9.91526,10.75327,232,12,13.21407,11.00684,12.9615,9999
9,1,1,5.526316,0,89,641.64291,651.63113,712.4878,638.42741,664.69517,27,5,3,3,1,2,10.97885,8.64972,9.26414,8.54449,10.57259,12.86202,13.04647,11.76022,232,12,13.21407,11.00684,12.9615,9999
49,1,1,5.526316,0,89,532.29851,542.49688,521.50513,580.92045,521.8482,27,5,3,3,1,1,10.50352,10.82106,12.56749,11.54818,9.00419,10.45984,9.60729,11.76022,232,12,13.21407,11.00684,12.9615,9999
18,1,1,5.526316,0,89,751.41435,678.01537,628.24678,727.57649,659.71243,27,5,3,3,1,2,14.77909,9.82079,10.965,9.1701,7.23115,10.83607,11.28642,13.45388,232,12,13.21407,11.00684,12.9615,9999
1,1,1,5.526316,0,89,659.65266,643.55001,645.00822,622.34034,591.05386,27,5,3,3,1,2,8.77882,12.85262,8.8384,10.0428,10.57259,11.30153,11.61908,11.76022,232,12,13.21407,11.00684,12.9615,9999
36,1,1,5.526316,0,89,640.79284,636.32666,614.05787,640.57357,618.96282,27,5,3,3,1,2,10.97885,12.85262,8.33331,9.56347,7.86603,9.38515,10.54337,8.42824,232,12,13.21407,11.00684,12.9615,9999
2,1,1,5.526316,0,89,514.0904,521.01019,486.47306,515.13981,530.42423,27,5,3,3,1,2,7.68647,10.82106,12.56749,13.33453,9.60657,8.40525,11.28642,8.42824,232,12,13.21407,11.00684,12.9615,9999
3,1,1,5.526316,0,89,711.69465,695.84444,665.51556,697.72897,707.14558,27,5,3,3,1,2,12.60945,10.82106,9.26414,11.54818,10.57259,9.86291,11.74392,10.90567,232,12,13.21407,11.00684,12.9615,9999
37,1,1,5.526316,0,89,640.04401,646.23527,630.62664,629.36099,610.66474,27,5,3,3,1,2,8.77882,8.64972,12.56749,9.56347,9.00419,10.83607,12.29825,13.45388,232,12,13.21407,11.00684,12.9615,9999
10,1,1,5.526316,0,89,556.98794,561.09496,557.56294,585.96543,558.52254,27,5,3,3,1,1,8.77882,9.82079,8.8384,8.28542,9.00419,9.61297,10.54337,7.84162,232,12,13.21407,11.00684,12.9615,9999
4,1,1,5.526316,0,89,738.15303,703.95922,742.90903,734.34782,753.8178,27,5,3,3,1,2,10.97885,12.85262,8.8384,11.54818,7.23115,10.14141,9.29058,13.45388,232,12,13.21407,11.00684,12.9615,9999
50,1,1,5.526316,0,89,718.04701,640.6828,730.20136,691.99767,650.89217,27,5,3,3,1,1,10.50352,12.85262,12.56749,13.33453,8.31437,12.86202,11.28642,10.90567,232,12,13.21407,11.00684,12.9615,9999
5,1,1,5.526316,0,89,701.01104,703.63993,671.77204,679.28884,674.30148,27,5,3,3,1,1,9.25019,12.85262,10.965,13.33453,11.50099,9.61297,13.04647,10.28978,232,12,13.21407,11.00684,12.9615,9999
6,1,1,5.526316,0,89,678.00685,664.63952,738.52044,731.27638,640.3389,27,5,3,3,1,1,10.50352,12.85262,10.965,13.33453,10.21804,10.83607,11.28642,13.45388,232,12,13.21407,11.00684,12.9615,9999
38,1,1,5.526316,0,89,627.26253,604.7138,617.67856,605.89704,589.63029,27,5,3,3,1,1,14.77909,12.85262,8.04113,13.33453,5.92238,14.87956,13.04647,13.45388,232,12,13.21407,11.00684,12.9615,9999
11,1,1,5.526316,0,89,661.71417,660.16765,622.01551,665.58424,634.17024,27,5,3,3,1,2,14.77909,10.82106,8.65929,9.56347,10.21804,8.40525,10.22238,10.90567,232,12,13.21407,11.00684,12.9615,9999
12,1,1,5.526316,0,89,700.14496,629.79259,634.88278,604.23467,608.56143,27,5,3,3,1,1,10.12086,12.85262,9.85265,13.33453,8.6804,12.86202,11.74392,10.90567,232,12,13.21407,11.00684,12.9615,9999
19,1,1,5.526316,0,89,549.9739,532.78818,538.17397,574.04435,546.60453,27,5,3,3,1,2,10.50352,10.82106,9.26414,11.54818,9.89746,8.7748,10.89263,13.45388,232,12,13.21407,11.00684,12.9615,9999
11,1,1,5.194444,1,123,541.20048,498.45153,494.91855,519.98856,560.56671,24,4,3,1,1,1,8.34208,8.23773,10.28695,7.07874,9.67677,7.68295,9.76822,8.72693,220,7,14.68053,12.29284,10.28902,997.5
8,1,1,5.194444,1,123,377.70604,398.89585,404.51042,435.71825,435.9428,24,4,3,1,1,2,8.77882,8.23773,7.76886,7.63232,8.6804,8.96826,9.91526,8.1368,220,7,14.68053,12.29284,10.28902,997.5
9,1,1,5.194444,1,123,576.13578,597.06223,608.37337,616.26236,605.24042,24,4,3,1,1,1,8.34208,7.55475,9.52871,8.30687,5.92238,9.86291,9.91526,10.90567,220,7,14.68053,12.29284,10.28902,997.5
72,1,1,5.194444,1,123,538.11774,512.49112,505.48606,505.39073,531.52165,24,4,3,1,1,1,9.25019,7.55475,9.85265,7.07874,10.21804,6.10437,9.60729,8.1368,220,7,14.68053,12.29284,10.28902,997.5
1,1,1,5.194444,1,123,382.147,371.61673,428.40177,443.46032,404.63709,24,4,3,1,1,1,9.25019,10.82106,9.26414,8.54449,9.89746,7.86575,11.74392,8.72693,220,7,14.68053,12.29284,10.28902,997.5
12,1,1,5.194444,1,123,629.04266,606.98656,625.7512,616.36012,641.55479,24,4,3,1,1,1,11.61875,9.82079,7.76886,7.44071,10.21804,9.38515,9.60729,9.0457,220,7,14.68053,12.29284,10.28902,997.5
32,1,1,5.194444,1,123,456.16964,479.70872,469.71979,455.51629,475.59266,24,4,3,1,1,1,9.79644,12.85262,7.8835,10.66007,9.00419,10.15574,10.54337,11.76022,220,7,14.68053,12.29284,10.28902,997.5
13,1,1,5.194444,1,123,576.4502,605.98843,542.72346,589.86093,576.01199,24,4,3,1,1,2,8.34208,10.82106,10.28695,7.8348,10.57259,10.45984,11.28642,8.1368,220,7,14.68053,12.29284,10.28902,997.5
