IDBOOK,IDSUBJ,NTEACH,TCHWGT,JKREP,JKZONE,ASRREA01,ASRREA02,ASRREA03,ASRREA04,ASRREA05,ATBG01,ATBG04,ATBG05BC,ATBG05BI,ATBG07AD,ASBG01,ASBGSEC,ASBGSSB,ASBGSB,ASBGERL,ASBGDRL,ASBGSLR,ASBGHRL,ASBGSCR,ACBG09,ACBG15,ACBGRRS,ACBGEAS,ACBGDAS,ACDGTIHY
,,,,,,ACHIEV1,ACHIEV2,ACHIEV3,ACHIEV4,ACHIEV5,TEACH,EDUCA,PEDAG,ASSESS,PDTEACH,GEND,DIGIT,BELONG,BULLY,ENGAGE,DISORD,LIKE,HOME,CONFID,COMPU,PRINCIP,SHORT,SUCCESS,DISCIP,HOURS
8,1,1,3.631579,1,115,594.67091,540.02249,545.38478,545.29758,532.31135,15,5,1,1,1,1,9.00789,12.85262,8.65929,13.33453,10.57259,9.38515,11.28642,9.0457,240,10,14.68053,11.64465,10.68937,1045
9,1,1,3.631579,1,115,708.08019,769.88093,712.84996,690.66275,667.73793,15,5,1,1,1,1,10.12086,10.82106,12.56749,8.54449,10.21804,9.38515,11.10486,8.72693,240,10,14.68053,11.64465,10.68937,1045
35,1,1,3.631579,1,115,654.66547,679.76274,708.12988,668.22589,633.26379,15,5,1,1,1,1,9.25019,10.82106,9.03816,9.56347,10.98651,10.45984,11.10486,10.28978,240,10,14.68053,11.64465,10.68937,1045
1,1,1,3.631579,1,115,631.79154,536.79562,513.99016,573.11897,587.30848,15,5,1,1,1,1,9.51164,8.23773,9.75883,8.83577,10.57259,9.38515,11.74392,10.28978,240,10,14.68053,11.64465,10.68937,1045
2,1,1,3.631579,1,115,671.27872,721.32578,614.82315,667.31435,666.39142,15,5,1,1,1,1,12.60945,7.87932,8.65929,7.07874,8.31437,7.68295,10.89263,10.28978,240,10,14.68053,11.64465,10.68937,1045
69,1,1,3.631579,0,115,506.2555,515.42619,523.03649,465.30626,525.36302,20,5,3,1,2,1,7.45376,10.82106,12.56749,8.54449,9.30655,8.40525,12.29825,9.39964,240,10,14.68053,11.64465,10.68937,1045
3,1,1,3.631579,0,115,621.6326,593.91934,601.71347,633.08031,601.59356,20,5,3,1,2,1,9.51164,12.85262,9.85265,8.83577,8.6804,10.14141,10.54337,8.72693,240,10,14.68053,11.64465,10.68937,1045
4,1,1,3.631579,0,115,663.02755,747.91673,713.60697,694.58734,735.21129,20,5,3,1,2,1,8.77882,9.15299,10.965,8.05152,9.30655,9.61297,13.04647,10.28978,240,10,14.68053,11.64465,10.68937,1045
36,1,1,3.631579,0,115,589.98122,576.84945,597.46025,617.96216,591.73916,20,5,3,1,2,1,10.97885,9.82079,8.8384,11.54818,8.6804,11.30153,9.91526,9.0457,240,10,14.68053,11.64465,10.68937,1045
10,1,1,3.631579,0,115,570.16625,630.3619,595.80189,575.62849,564.77291,20,5,3,1,2,1,12.48253,8.64972,12.56749,7.63232,15.04369,7.30132,14.50919,7.53217,240,10,14.68053,11.64465,10.68937,1045
5,1,1,3.631579,0,115,692.68845,657.25571,662.95844,694.09144,627.79482,20,5,3,1,2,1,7.90958,12.85262,10.965,8.83577,9.89746,9.38515,12.29825,11.76022,240,10,14.68053,11.64465,10.68937,1045
37,1,1,3.631579,0,115,505.41752,474.56014,497.19592,495.76209,500.97709,20,5,3,1,2,1,10.97885,12.85262,9.85265,10.0428,10.98651,10.45984,10.89263,13.45388,240,10,14.68053,11.64465,10.68937,1045
6,1,1,3.631579,0,115,610.2596,585.56387,604.56424,654.78984,600.46019,20,5,3,1,2,1,10.12086,9.15299,12.56749,9.1701,9.00419,8.58785,10.54337,10.90567,240,10,14.68053,11.64465,10.68937,1045
11,1,1,3.631579,0,115,631.40327,651.40262,626.3695,551.44758,621.05721,20,5,3,1,2,1,9.00789,12.85262,10.965,13.14712,10.98651,11.30153,9.60729,10.90567,240,10,14.68053,11.64465,10.68937,1045
70,1,1,3.631579,0,115,610.52355,606.03356,585.63094,586.56875,655.02769,20,5,3,1,2,1,9.51164,12.85262,9.03816,13.33453,10.57259,9.61297,10.89263,10.90567,240,10,14.68053,11.64465,10.68937,1045
12,1,1,3.631579,0,115,674.99493,678.20707,670.87986,660.12941,668.35914,20,5,3,1,2,1,14.77909,12.85262,9.26414,13.33453,8.6804,12.86202,9.47961,10.90567,240,10,14.68053,11.64465,10.68937,1045
7,1,1,3.631579,0,115,666.55014,640.52701,652.79053,617.81293,652.38226,20,5,3,1,2,1,9.00789,9.82079,12.56749,9.56347,9.00419,11.30153,11.28642,10.90567,240,10,14.68053,11.64465,10.68937,1045
38,1,1,3.631579,0,115,502.25086,549.10762,528.93021,514.01149,521.97822,20,5,3,1,2,1,8.55821,8.23773,10.86326,6.92856,9.60657,7.30132,8.50196,9.0457,240,10,14.68053,11.64465,10.68937,1045
8,1,1,3.631579,0,115,501.1444,468.23562,489.85204,466.06492,508.66135,20,5,3,1,2,1,9.03463,8.23773,12.56749,8.83577,9.30655,10.45984,9.60729,10.90567,240,10,14.68053,11.64465,10.68937,1045
13,1,1,3.631579,0,115,623.18807,626.36288,608.71233,650.0656,614.81089,20,5,3,1,2,1,9.79644,10.82106,12.56749,9.1701,9.30655,9.61297,9.60729,8.72693,240,10,14.68053,11.64465,10.68937,1045
19,1,1,3.631579,0,115,566.98095,554.46393,574.04888,547.76448,556.59239,20,5,3,1,2,1,9.79644,12.85262,8.49098,13.33453,8.6804,9.86291,11.74392,10.28978,240,10,14.68053,11.64465,10.68937,1045
9,1,1,3.631579,0,115,565.91438,566.64843,616.77518,536.50053,558.39151,20,5,3,1,2,1,8.34208,8.23773,9.85265,9.1701,10.21804,8.40525,9.91526,8.1368,240,10,14.68053,11.64465,10.68937,1045
1,1,1,3.631579,0,115,665.16542,626.33569,621.01619,610.69981,660.07665,20,5,3,1,2,1,6.64764,8.64972,7.90321,7.8348,10.57259,8.58785,11.74392,9.39964,240,10,14.68053,11.64465,10.68937,1045
71,1,1,3.631579,0,115,584.9358,587.37564,612.97008,596.72778,567.96138,20,5,3,1,2,1,9.74422,10.82106,12.56749,9.56347,12.18062,11.30153,10.89263,13.45388,240,10,14.68053,11.64465,10.68937,1045
13,1,1,7.777778,1,118,637.60744,656.55353,628.41857,584.8598,620.57715,26,5,2,2,2,2,10.12086,12.85262,12.56749,13.33453,9.60657,11.30153,11.74392,13.45388,130,1,14.68053,11.00684,11.16117,950
1,1,1,7.777778,1,118,550.40729,563.67249,547.61101,570.80201,558.19275,26,5,2,2,2,2,9.79644,7.87932,8.65929,10.66007,8.6804,10.14141,10.22238,13.45388,130,1,14.68053,11.00684,11.16117,950
62,1,1,7.777778,1,118,647.5524,672.1634,630.54261,630.84707,637.41795,26,5,2,2,2,2,9.51164,9.82079,9.26414,8.54449,8.31437,9.61297,11.74392,13.45388,130,1,14.68053,11.00684,11.16117,950
2,1,1,7.777778,1,118,629.59987,629.58264,682.97943,675.68864,656.00006,26,5,2,2,2,2,10.50352,12.85262,12.56749,10.0428,15.04369,8.96826,10.22238,13.45388,130,1,14.68053,11.00684,11.16117,950
3,1,1,7.777778,1,118,538.72391,522.86213,541.67764,577.09961,542.91403,26,5,2,2,2,2,10.97885,12.85262,10.965,10.66007,7.23115,12.86202,10.89263,9.0457,130,1,14.68053,11.00684,11.16117,950
4,1,1,7.777778,1,118,644.01581,631.67131,651.00928,615.57125,679.68023,26,5,2,2,2,2,11.61875,4.71585,12.56749,5.25253,9.89746,6.39342,10.89263,9.8041,130,1,14.68053,11.00684,11.16117,950
14,1,1,7.777778,1,118,506.8377,482.92657,495.63763,462.92512,489.08024,26,5,2,2,2,2,8.77882,6.93638,12.56749,7.25705,15.04369,7.86575,10.63679,8.72693,130,1,14.68053,11.00684,11.16117,950
33,1,1,7.777778,1,118,518.52773,518.69362,471.40781,480.67476,502.48075,26,5,2,2,2,1,10.50352,12.85262,10.18919,13.16608,9.01901,10.83607,9.33501,11.76022,130,1,14.68053,11.00684,11.16117,950
15,1,1,7.777778,1,118,625.03933,623.70217,542.18658,577.22697,553.79385,26,5,2,2,2,2,8.13128,8.23773,10.28695,7.8348,8.31437,8.7748,999999,9.8041,130,1,14.68053,11.00684,11.16117,950
5,1,1,7.777778,1,118,390.60741,466.63928,427.51504,429.48798,431.26494,26,5,2,2,2,2,9.51164,10.82106,9.03816,13.33453,12.18062,10.14141,11.28642,11.15343,130,1,14.68053,11.00684,11.16117,950
63,1,1,7.777778,1,118,554.56043,573.18087,535.95591,581.30924,514.95941,26,5,2,2,2,1,10.61338,12.85262,12.56749,13.33453,5.92238,12.77375,11.74392,13.45388,130,1,14.68053,11.00684,11.16117,950
16,1,1,7.777778,1,118,454.5519,446.94712,457.7793,433.35094,461.01069,26,5,2,2,2,1,8.77882,12.85262,12.56749,13.33453,11.50099,9.86291,10.22238,10.28978,130,1,14.68053,11.00684,11.16117,950
6,1,1,7.777778,1,118,683.74216,598.42418,633.10607,623.90994,582.95323,26,5,2,2,2,1,10.50352,12.85262,9.76483,11.54818,10.21804,10.83607,10.89263,10.90567,130,1,14.68053,11.00684,11.16117,950
34,1,1,7.777778,1,118,499.91614,538.57666,507.22523,539.08411,527.66509,26,5,2,2,2,1,9.79644,12.85262,8.8384,13.33453,5.92238,11.30153,11.28642,9.39964,130,1,14.68053,11.00684,11.16117,950
7,1,1,7.777778,1,118,651.85826,613.21929,609.07056,579.07966,664.90183,26,5,2,2,2,2,14.77909,8.23773,10.965,9.1701,15.04369,10.83607,999999,13.45388,130,1,14.68053,11.00684,11.16117,950
8,1,1,7.777778,1,118,642.58133,664.4817,613.71771,597.93788,597.11964,26,5,2,2,2,2,8.5893,6.93638,10.28695,9.1701,8.31437,8.22519,999999,13.45388,130,1,14.68053,11.00684,11.16117,950
35,1,1,7.777778,1,118,538.29354,538.44299,556.64816,530.71043,549.5675,26,5,2,2,2,2,11.61875,6.61933,7.24426,7.44071,8.31437,7.30132,11.28642,9.39964,130,1,14.68053,11.00684,11.16117,950
9,1,1,7.777778,1,118,628.06595,622.75414,608.82673,580.65923,611.13558,26,5,2,2,2,2,9.79644,8.64972,8.33331,13.33453,8.6804,10.45984,12.29825,11.76022,130,1,14.68053,11.00684,11.16117,950
1,1,1,7.368421,0,118,520.48477,533.16883,537.20945,486.12022,525.51886,16,5,2,2,2,2,8.13128,9.15299,10.965,10.58465,11.50099,10.74297,11.74392,13.45388,130,1,14.68053,11.00684,11.16117,950
64,1,1,7.368421,0,118,641.04711,675.49362,681.96972,672.3574,633.71246,16,5,2,2,2,1,9.51798,12.85262,12.56749,13.33453,13.15938,11.1197,10.89263,10.28978,130,1,14.68053,11.00684,11.16117,950
2,1,1,7.368421,0,118,655.80447,615.11027,648.32547,663.09181,674.41135,16,5,2,2,2,1,10.97885,12.85262,8.33331,13.16608,9.30655,10.45984,13.04647,13.45388,130,1,14.68053,11.00684,11.16117,950
3,1,1,7.368421,0,118,623.20379,664.98802,679.6979,622.7628,726.97366,16,5,2,2,2,1,9.51164,10.82106,12.56749,10.0428,11.50099,10.83607,12.29825,10.28978,130,1,14.68053,11.00684,11.16117,950
36,1,1,7.368421,0,118,661.67195,686.70322,704.25709,701.36091,658.32774,16,5,2,2,2,2,9.79644,12.85262,10.965,11.54818,11.50099,10.83607,11.28642,10.28978,130,1,14.68053,11.00684,11.16117,950
17,1,1,7.368421,0,118,572.43146,602.1598,550.87206,549.9494,592.12607,16,5,2,2,2,1,9.51164,12.85262,12.56749,13.33453,10.98651,10.83607,11.28642,9.0457,130,1,14.68053,11.00684,11.16117,950
18,1,1,7.368421,0,118,750.15607,664.98558,694.55271,739.70173,651.78586,16,5,2,2,2,2,9.51164,9.15299,9.52871,10.0428,10.98651,10.14141,11.74392,13.45388,130,1,14.68053,11.00684,11.16117,950
37,1,1,7.368421,0,118,724.13734,658.41196,717.49913,637.17407,721.27007,16,5,2,2,2,1,14.77909,9.82079,7.90321,8.28542,9.30655,9.86291,10.89263,10.28978,130,1,14.68053,11.00684,11.16117,950
4,1,1,7.368421,0,118,738.39008,743.99865,702.65723,659.13425,721.58508,16,5,2,2,2,1,11.61875,12.85262,10.965,8.54449,10.57259,10.83607,13.04647,11.76022,130,1,14.68053,11.00684,11.16117,950
10,1,1,7.368421,0,118,683.23562,629.3665,645.69179,716.62615,646.68303,16,5,2,2,2,2,10.50352,12.85262,12.56749,13.33453,15.04369,10.45984,11.74392,13.45388,130,1,14.68053,11.00684,11.16117,950
65,1,1,7.368421,0,118,652.35472,673.31357,667.21196,712.4149,693.53082,16,5,2,2,2,1,14.77909,12.85262,8.65929,13.18179,9.00419,14.87956,12.29825,13.45388,130,1,14.68053,11.00684,11.16117,950
5,1,1,7.368421,0,118,671.05013,669.48788,615.76113,688.00003,699.20575,16,5,2,2,2,2,9.25019,12.85262,8.8384,11.54818,12.18062,11.30153,10.22238,10.28978,130,1,14.68053,11.00684,11.16117,950
6,1,1,7.368421,0,118,638.51534,612.0607,618.12203,643.97155,621.14307,16,5,2,2,2,1,8.34208,12.85262,12.56749,10.66007,15.04369,9.86291,12.29825,9.0457,130,1,14.68053,11.00684,11.16117,950
38,1,1,7.368421,0,118,582.06734,588.39132,586.35304,584.97739,561.16017,16,5,2,2,2,1,10.615,12.85262,10.965,11.54818,10.98651,11.30153,9.60729,8.1368,130,1,14.68053,11.00684,11.16117,950
7,1,1,7.368421,0,118,698.68358,690.78571,711.57282,694.45999,781.54368,16,5,2,2,2,2,10.50352,12.85262,10.965,11.54818,10.57259,11.30153,13.04647,13.45388,130,1,14.68053,11.00684,11.16117,950
11,1,1,7.368421,0,118,661.84856,648.12291,653.20353,648.53954,655.74975,16,5,2,2,2,1,8.77882,8.64972,8.49098,9.56347,9.60657,9.38515,10.89263,13.45388,130,1,14.68053,11.00684,11.16117,950
19,1,1,7.368421,0,118,679.96026,669.73627,643.93092,662.74951,648.71586,16,5,2,2,2,1,9.79644,8.64972,10.965,8.54449,9.30655,8.58785,12.29825,10.60144,130,1,14.68053,11.00684,11.16117,950
8,1,1,7.368421,0,118,621.67259,600.78274,691.60862,678.46427,691.17934,16,5,2,2,2,1,9.00789,12.85262,9.26414,13.33453,10.21804,10.45984,11.74392,10.28978,130,1,14.68053,11.00684,11.16117,950
9,1,1,7.368421,0,118,597.64636,643.85419,640.42049,677.03312,652.58224,16,5,2,2,2,1,11.61875,6.27818,9.85265,7.8348,11.50099,10.83607,12.29825,10.90567,130,1,14.68053,11.00684,11.16117,950
13,1,1,5.833333,1,100,725.02126,658.79789,694.89681,667.22697,634.28345,7,5,3,2,2,1,9.99871,12.85262,12.56749,8.54449,5.92238,9.5035,999999,10.28978,240,6,14.68053,11.32571,12.9615,1045
51,1,1,5.833333,1,100,564.42983,615.12508,637.95851,623.65776,631.395,7,5,3,2,2,2,14.77909,12.85262,9.85265,10.0428,9.89746,7.68295,11.74392,13.45388,240,6,14.68053,11.32571,12.9615,1045
7,1,1,5.833333,1,100,617.44199,636.73419,596.54356,643.13751,577.86235,7,5,3,2,2,1,10.97885,12.85262,12.43823,10.66007,10.21804,9.38515,10.89263,13.45388,240,6,14.68053,11.32571,12.9615,1045
8,1,1,5.833333,1,100,500.36555,506.13121,546.17901,534.67704,556.26857,7,5,3,2,2,2,9.79644,12.85262,9.85265,11.54818,10.98651,9.61297,11.74392,11.76022,240,6,14.68053,11.32571,12.9615,1045
20,1,1,5.833333,1,100,586.32213,609.9131,559.54907,564.97702,543.88448,7,5,3,2,2,1,10.97885,10.82106,10.965,9.1701,9.60657,11.30153,11.28642,9.39964,240,6,14.68053,11.32571,12.9615,1045
15,1,1,5.833333,1,100,596.97914,621.12159,587.08856,588.87279,637.36712,7,5,3,2,2,1,14.77909,9.82079,7.90321,13.33453,5.92238,11.92201,9.60729,13.45388,240,6,14.68053,11.32571,12.9615,1045
9,1,1,5.833333,1,100,608.74664,600.05095,625.6141,593.81635,621.77593,7,5,3,2,2,2,14.77909,5.88997,11.83985,2.39842,5.92238,2.10925,10.22238,10.28978,240,6,14.68053,11.32571,12.9615,1045
21,1,1,5.833333,1,100,609.39261,597.84615,605.80839,636.76352,600.69805,7,5,3,2,2,1,8.77882,7.87932,12.56749,8.28542,7.86603,9.38515,9.91526,8.72693,240,6,14.68053,11.32571,12.9615,1045
1,1,1,5.833333,1,100,581.11622,680.35801,629.59918,577.11996,595.47148,7,5,3,2,2,2,14.77909,9.15299,8.49098,6.90346,8.31437,8.7748,999999,9.8041,240,6,14.68053,11.32571,12.9615,1045
2,1,1,5.833333,1,100,594.54498,538.31742,543.01601,534.91497,583.39815,7,5,3,2,2,2,9.00789,12.85262,9.26414,11.54818,9.00419,9.61297,999999,8.42824,240,6,14.68053,11.32571,12.9615,1045
52,1,1,5.833333,1,100,514.27818,512.11666,536.00706,567.42306,529.54664,7,5,3,2,2,2,7.45376,9.15299,9.52871,10.0428,9.60657,2.10925,9.91526,10.28978,240,6,14.68053,11.32571,12.9615,1045
3,1,1,5.833333,1,100,628.68391,680.92802,642.02721,655.96841,688.06074,7,5,3,2,2,1,9.79644,12.85262,9.85265,9.56347,9.30655,8.96826,999999,10.90567,240,6,14.68053,11.32571,12.9615,1045
16,1,1,5.833333,1,100,531.1582,546.16211,553.13057,556.16969,577.10637,7,5,3,2,2,1,12.60945,12.85262,9.03816,13.33453,10.98651,11.92201,999999,11.76022,240,6,14.68053,11.32571,12.9615,1045
22,1,1,5.833333,1,100,568.31781,533.11559,530.87861,574.23457,525.89259,7,5,3,2,2,1,9.00789,9.15299,12.56749,9.1701,5.92238,11.92201,12.29825,13.45388,240,6,14.68053,11.32571,12.9615,1045
4,1,1,5.833333,1,100,632.19451,632.71032,614.08905,638.9346,666.12764,7,5,3,2,2,2,10.50352,10.82106,9.03816,9.56347,999999,8.7748,8.94299,9.8041,240,6,14.68053,11.32571,12.9615,1045
5,1,1,5.833333,1,100,647.30397,632.40573,671.91509,700.05844,669.57654,7,5,3,2,2,1,9.79644,10.82106,12.56749,9.1701,9.30655,9.86291,999999,13.45388,240,6,14.68053,11.32571,12.9615,1045
23,1,1,5.833333,1,100,644.70268,609.8348,590.43768,593.01192,594.22765,7,5,3,2,2,2,7.45376,8.64972,12.56749,8.28542,9.89746,7.86575,10.22238,8.1368,240,6,14.68053,11.32571,12.9615,1045
6,1,1,5.833333,1,100,529.22665,581.23389,564.86899,525.55488,569.7683,7,5,3,2,2,2,9.25019,10.82106,7.90321,9.1701,7.86603,5.35292,999999,9.0457,240,6,14.68053,11.32571,12.9615,1045
7,1,1,5.833333,0,100,617.10339,576.47884,618.13797,629.77125,625.19921,21,6,3,2,2,2,10.12086,10.82106,6.33387,10.0428,9.89746,8.58785,9.60729,8.42824,240,6,14.68053,11.32571,12.9615,1045
53,1,1,5.833333,0,100,573.21443,610.27702,592.45418,607.00806,603.66993,21,6,3,2,2,2,9.51164,9.15299,6.97258,8.83577,7.86603,8.40525,999999,7.84162,240,6,14.68053,11.32571,12.9615,1045
17,1,1,5.833333,0,100,536.14287,576.60451,582.05343,566.39809,568.29704,21,6,3,2,2,1,12.60945,12.85262,12.56749,13.33453,8.6804,11.92201,10.54337,11.76022,240,6,14.68053,11.32571,12.9615,1045
18,1,1,5.833333,0,100,618.00675,629.09063,663.68357,659.91213,629.33585,21,6,3,2,2,1,7.45376,8.64972,10.28695,8.05152,9.30655,8.58785,10.54337,8.72693,240,6,14.68053,11.32571,12.9615,1045
24,1,1,5.833333,0,100,613.31776,575.82698,623.46495,635.42209,603.99061,21,6,3,2,2,2,999999,999999,999999,999999,999999,999999,999999,999999,240,6,14.68053,11.32571,12.9615,1045
8,1,1,5.833333,0,100,618.02821,587.59766,638.83849,583.37372,631.36807,21,6,3,2,2,1,12.60945,12.85262,12.56749,13.33453,9.30655,11.30153,999999,13.45388,240,6,14.68053,11.32571,12.9615,1045
9,1,1,5.833333,0,100,645.55013,677.05203,671.57886,672.26391,601.74808,21,6,3,2,2,1,10.12086,12.85262,12.56749,13.33453,9.30655,9.86291,11.28642,11.76022,240,6,14.68053,11.32571,12.9615,1045
25,1,1,5.833333,0,100,578.25139,559.4549,543.71673,644.77353,601.99838,21,6,3,2,2,2,7.88975,7.55475,10.965,5.43888,5.92238,5.96712,13.04647,13.45388,240,6,14.68053,11.32571,12.9615,1045
1,1,1,5.833333,0,100,568.2752,552.48186,573.1908,539.72629,569.31589,21,6,3,2,2,2,9.25019,8.23773,9.85265,8.28542,8.6804,8.22519,8.54792,9.0457,240,6,14.68053,11.32571,12.9615,1045
10,1,1,5.833333,0,100,629.08195,569.54942,600.03411,578.06507,669.05933,21,6,3,2,2,2,9.25019,7.24879,12.56749,7.8348,9.00419,7.30132,10.22238,8.72693,240,6,14.68053,11.32571,12.9615,1045
54,1,1,5.833333,0,100,614.67568,596.73746,580.92821,627.97867,655.49398,21,6,3,2,2,2,10.12086,12.85262,12.56749,13.33453,10.57259,4.80425,10.89263,13.45388,240,6,14.68053,11.32571,12.9615,1045
2,1,1,5.833333,0,100,581.29001,606.64161,597.69894,565.01038,549.94448,21,6,3,2,2,1,8.34208,8.64972,8.8384,7.44071,9.00419,7.30132,10.89263,8.72693,240,6,14.68053,11.32571,12.9615,1045
11,1,1,5.833333,0,100,635.49818,625.83739,670.26701,627.47931,677.2443,21,6,3,2,2,2,9.00789,8.64972,12.56749,8.05152,11.50099,8.58785,10.54337,10.90567,240,6,14.68053,11.32571,12.9615,1045
26,1,1,5.833333,0,100,530.87169,540.91078,551.83759,576.44421,571.19956,21,6,3,2,2,2,10.97885,6.93638,8.26581,7.92087,7.23115,8.58785,10.22238,13.45388,240,6,14.68053,11.32571,12.9615,1045
4,1,1,5.833333,0,100,730.22132,676.63111,674.0592,628.0807,621.84519,21,6,3,2,2,1,8.86693,8.23773,12.56749,7.8348,9.30655,9.61297,12.29825,10.90567,240,6,14.68053,11.32571,12.9615,1045
27,1,1,5.833333,0,100,618.2847,603.40145,621.03566,614.29147,583.69868,21,6,3,2,2,1,10.97885,10.82106,10.28695,10.0428,8.31437,10.83607,999999,10.90567,240,6,14.68053,11.32571,12.9615,1045
5,1,1,5.833333,0,100,626.36702,571.57601,664.50383,605.03574,569.77711,21,6,3,2,2,2,9.02434,8.30078,12.56749,6.72566,10.21804,10.14141,999999,9.8041,240,6,14.68053,11.32571,12.9615,1045
6,1,1,5.833333,0,100,683.73541,646.62839,653.91615,660.63447,639.47923,21,6,3,2,2,2,8.77882,6.93638,12.56749,7.25705,8.6804,8.7748,10.89263,13.45388,240,6,14.68053,11.32571,12.9615,1045
14,1,1,5.789474,0,63,595.18722,590.53739,592.04622,590.3667,605.45701,4,5,3,1,1,2,8.77882,8.23773,9.03816,8.83577,11.50099,10.45984,10.89263,9.0457,200,23,14.68053,9.08841,10.28902,1045
19,1,1,5.789474,0,63,723.32364,703.86459,737.54473,641.74126,800.95144,4,5,3,1,1,1,10.12086,9.15299,9.52871,8.83577,9.60657,10.45984,8.87772,11.76022,200,23,14.68053,9.08841,10.28902,1045
15,1,1,5.789474,0,63,722.16761,633.25619,663.27551,703.43221,656.24125,4,5,3,1,1,2,9.00789,12.85262,9.52871,9.1701,10.57259,12.86202,12.29825,11.63583,200,23,14.68053,9.08841,10.28902,1045
2,1,1,5.789474,0,63,624.44545,608.34272,580.14467,638.99116,630.86614,4,5,3,1,1,2,14.77909,12.85262,9.03816,10.66007,999999,11.30153,11.28642,13.45388,200,23,14.68053,9.08841,10.28902,1045
61,1,1,5.789474,0,63,569.85596,572.63997,607.42904,562.23211,534.67245,4,5,3,1,1,2,11.61875,9.82079,8.65929,7.8348,9.89746,8.96826,14.50919,10.90567,200,23,14.68053,9.08841,10.28902,1045
3,1,1,5.789474,0,63,641.31438,606.10385,628.07578,624.51285,606.64738,4,5,3,1,1,2,8.12699,10.82106,12.56749,9.56347,9.00419,10.14141,9.91526,10.28978,200,23,14.68053,9.08841,10.28902,1045
4,1,1,5.789474,0,63,641.89094,645.77003,615.74852,646.8021,631.70535,4,5,3,1,1,1,8.55821,10.82106,9.26414,13.33453,8.31437,10.14141,11.28642,13.45388,200,23,14.68053,9.08841,10.28902,1045
20,1,1,5.789474,0,63,634.64891,643.54515,681.78209,613.26365,591.68023,4,5,3,1,1,1,9.25019,9.82079,12.56749,8.28542,9.60657,9.38515,13.04647,10.90567,200,23,14.68053,9.08841,10.28902,1045
5,1,1,5.789474,0,63,557.11709,597.34592,580.63969,580.43279,577.83501,4,5,3,1,1,2,10.12086,9.15299,7.24426,10.0428,7.23115,10.45984,9.91526,8.42824,200,23,14.68053,9.08841,10.28902,1045
6,1,1,5.789474,0,63,579.45255,606.12413,594.26235,644.00094,590.70797,4,5,3,1,1,2,14.77909,9.15299,8.49098,9.1701,8.6804,8.04592,10.22238,10.28978,200,23,14.68053,9.08841,10.28902,1045
21,1,1,5.789474,0,63,645.38249,698.21344,647.41452,652.08084,599.38596,4,5,3,1,1,2,12.60945,12.85262,12.56749,11.54818,10.21804,11.92201,13.04647,13.45388,200,23,14.68053,9.08841,10.28902,1045
16,1,1,5.789474,0,63,670.20893,678.07085,693.28757,715.80352,743.08915,4,5,3,1,1,1,9.25019,9.82079,10.965,8.54449,8.6804,10.83607,11.28642,10.90567,200,23,14.68053,9.08841,10.28902,1045
7,1,1,5.789474,0,63,661.63438,709.09848,660.48526,680.27556,661.75407,4,5,3,1,1,1,11.61875,8.23773,10.28695,8.54449,9.89746,10.14141,13.04647,999999,200,23,14.68053,9.08841,10.28902,1045
62,1,1,5.789474,0,63,715.81747,660.09939,655.68074,624.23576,710.35218,4,5,3,1,1,1,12.60945,12.85262,9.52871,13.33453,8.31437,9.38515,11.74392,13.45388,200,23,14.68053,9.08841,10.28902,1045
8,1,1,5.789474,0,63,558.6366,571.07456,628.34009,624.84335,553.69118,4,5,3,1,1,1,10.50352,10.82106,9.52871,10.0428,10.21804,10.14141,11.28642,10.90567,200,23,14.68053,9.08841,10.28902,1045
17,1,1,5.789474,0,63,736.6448,747.36832,669.00187,733.69384,758.36371,4,5,3,1,1,2,10.12086,9.82079,9.85265,8.05152,9.60657,8.22519,10.89263,10.28978,200,23,14.68053,9.08841,10.28902,1045
22,1,1,5.789474,0,63,649.24478,653.48378,601.37279,608.946,619.89701,4,5,3,1,1,1,9.00789,10.82106,10.965,13.33453,9.89746,9.86291,12.29825,13.45388,200,23,14.68053,9.08841,10.28902,1045
9,1,1,5.789474,0,63,619.22584,624.81856,575.42398,608.19039,647.92525,4,5,3,1,1,2,10.50352,9.15299,10.28695,10.66007,5.92238,9.86291,10.22238,13.45388,200,23,14.68053,9.08841,10.28902,1045
1,1,1,5.789474,0,63,569.92326,559.90168,619.78948,631.94019,616.93242,4,5,3,1,1,2,10.50352,9.82079,10.28695,9.1701,9.60657,7.49556,10.22238,7.84162,200,23,14.68053,9.08841,10.28902,1045
23,1,1,5.789474,1,63,584.40841,572.11093,569.46267,576.04088,566.5048,26,5,3,2,2,1,9.79644,10.82106,12.56749,7.44071,9.60657,7.09749,10.89263,9.0457,200,23,14.68053,9.08841,10.28902,1045
2,1,1,5.789474,1,63,649.66468,636.71695,639.2173,589.68485,612.59803,26,5,3,2,2,2,10.50352,9.15299,8.04113,10.66007,9.00419,9.86291,8.08848,9.39964,200,23,14.68053,9.08841,10.28902,1045
3,1,1,5.789474,1,63,567.4345,569.9679,590.03789,563.10154,572.14206,26,5,3,2,2,2,9.79644,8.23773,9.85265,11.54818,7.23115,11.30153,10.89263,10.90567,200,23,14.68053,9.08841,10.28902,1045
63,1,1,5.789474,1,63,564.96679,590.56792,595.46363,555.56261,611.37606,26,5,3,2,2,2,10.50352,10.82106,9.03816,10.66007,8.6804,11.92201,11.61908,10.90567,200,23,14.68053,9.08841,10.28902,1045
